year,age,maritl,race,education,jobclass,health_ins,wage
2008,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,104.9215065337
2008,57,2. Married,1. White,2. HS Grad,1. Industrial,2. No,81.2832532843
2005,40,4. Divorced,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2003,28,2. Married,4. Other,2. HS Grad,1. Industrial,2. No,87.9810327856
2003,44,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,100.7642728421
2003,42,2. Married,1. White,4. College Grad,2. Information,1. Yes,116.2653240625
2004,31,2. Married,1. White,3. Some College,2. Information,1. Yes,109.8339856422
2003,37,2. Married,2. Black,3. Some College,1. Industrial,1. Yes,151.5914842398
2004,35,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,75.355679318
2008,60,2. Married,1. White,2. HS Grad,2. Information,2. No,95.6888119067
2003,50,2. Married,1. White,4. College Grad,2. Information,1. Yes,115.2855169942
2007,34,2. Married,1. White,2. HS Grad,1. Industrial,2. No,81.2832532843
2009,49,1. Never Married,1. White,3. Some College,2. Information,1. Yes,109.8339856422
2003,56,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,268.2662920126
2003,30,1. Never Married,1. White,1. < HS Grad,2. Information,2. No,59.6286455537
2008,55,2. Married,1. White,4. College Grad,2. Information,1. Yes,171.7651326275
2008,53,2. Married,1. White,3. Some College,2. Information,2. No,179.5280921965
2008,31,2. Married,1. White,3. Some College,1. Industrial,1. Yes,76.283277854
2006,33,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,122.2636738928
2006,49,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,112.6488963421
2004,42,2. Married,2. Black,3. Some College,2. Information,1. Yes,111.720849361
2007,48,4. Divorced,1. White,4. College Grad,2. Information,1. Yes,97.4932940454
2009,64,2. Married,1. White,4. College Grad,2. Information,1. Yes,133.9715000707
2005,42,4. Divorced,1. White,3. Some College,2. Information,1. Yes,111.720849361
2009,37,4. Divorced,1. White,4. College Grad,2. Information,2. No,118.8843593399
2004,27,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,76.4884433977
2008,40,2. Married,1. White,2. HS Grad,2. Information,1. Yes,90.4819133566
2003,25,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,90.4819133566
2005,34,2. Married,1. White,3. Some College,1. Industrial,2. No,68.7480877338
2005,35,1. Never Married,2. Black,3. Some College,2. Information,1. Yes,125.2042865803
2004,42,2. Married,1. White,4. College Grad,2. Information,1. Yes,160.6424754083
2004,42,2. Married,1. White,4. College Grad,1. Industrial,2. No,127.1157438122
2003,50,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,134.7053751189
2008,29,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,91.6992261117
2007,24,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,85.383940379
2004,39,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4131591026
2008,62,2. Married,1. White,2. HS Grad,2. Information,1. Yes,127.1157438122
2005,22,1. Never Married,1. White,3. Some College,2. Information,1. Yes,73.7757432747
2006,51,2. Married,1. White,4. College Grad,2. Information,1. Yes,277.7994802057
2009,53,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,54.5981500331
2004,52,2. Married,1. White,3. Some College,2. Information,1. Yes,127.1157438122
2006,30,2. Married,1. White,3. Some College,2. Information,1. Yes,130.9821773775
2003,56,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,132.4878211261
2004,62,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,91.6992261117
2004,62,2. Married,1. White,3. Some College,2. Information,1. Yes,148.4131591026
2003,40,4. Divorced,1. White,2. HS Grad,1. Industrial,1. Yes,101.8243520757
2005,33,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,144.9443649805
2008,34,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2005,50,2. Married,1. White,2. HS Grad,1. Industrial,2. No,87.9810327856
2009,32,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,75.355679318
2003,53,2. Married,1. White,1. < HS Grad,2. Information,2. No,73.7757432747
2007,54,2. Married,3. Asian,2. HS Grad,1. Industrial,2. No,79.8549003093
2004,46,2. Married,1. White,4. College Grad,2. Information,1. Yes,104.9215065337
2005,52,2. Married,2. Black,1. < HS Grad,2. Information,1. Yes,122.2636738928
2003,23,2. Married,1. White,2. HS Grad,1. Industrial,2. No,87.9810327856
2007,46,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,281.7459705519
2008,49,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,160.6424754083
2003,34,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,96.3706528322
2007,51,2. Married,2. Black,4. College Grad,1. Industrial,2. No,97.4932940454
2003,41,2. Married,1. White,3. Some College,1. Industrial,1. Yes,148.4131591026
2007,52,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,81.2832532843
2008,36,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,148.4131591026
2004,43,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,272.2947832201
2006,43,2. Married,1. White,2. HS Grad,2. Information,1. Yes,97.4932940454
2004,40,1. Never Married,2. Black,5. Advanced Degree,2. Information,1. Yes,91.6992261117
2008,44,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,123.908567598
2003,44,2. Married,2. Black,4. College Grad,1. Industrial,1. Yes,87.9810327856
2003,31,2. Married,2. Black,3. Some College,2. Information,2. No,139.7030715277
2003,25,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,85.383940379
2009,22,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,75.0431540174
2007,22,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,81.2832532843
2004,41,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,154.8683672316
2005,34,2. Married,1. White,4. College Grad,2. Information,1. Yes,128.6804882206
2006,27,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. Yes,76.8936025176
2008,61,2. Married,1. White,2. HS Grad,2. Information,1. Yes,106.6080214935
2004,43,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,78.9816745163
2007,51,2. Married,2. Black,5. Advanced Degree,2. Information,1. Yes,191.5736835484
2003,51,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,148.4131591026
2004,30,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,70.4760196469
2004,59,3. Widowed,2. Black,5. Advanced Degree,2. Information,1. Yes,141.7751723332
2005,39,2. Married,1. White,1. < HS Grad,2. Information,2. No,67.8625234114
2007,27,2. Married,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2005,47,2. Married,1. White,3. Some College,2. Information,1. Yes,148.4131591026
2004,50,2. Married,1. White,4. College Grad,2. Information,1. Yes,94.0727147457
2005,61,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,148.4131591026
2003,24,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,51.5219563147
2007,32,1. Never Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,96.3706528322
2005,50,5. Separated,1. White,2. HS Grad,2. Information,2. No,95.230712567
2009,43,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,73.7757432747
2003,43,4. Divorced,2. Black,4. College Grad,2. Information,1. Yes,104.9215065337
2004,55,2. Married,1. White,3. Some College,2. Information,1. Yes,123.0896998479
2004,30,2. Married,1. White,3. Some College,1. Industrial,2. No,118.8843593399
2004,42,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,104.9215065337
2009,27,1. Never Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,200.5432623247
2005,39,1. Never Married,1. White,5. Advanced Degree,2. Information,1. Yes,130.9821773775
2007,55,2. Married,1. White,3. Some College,2. Information,1. Yes,126.3238807098
2007,22,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,70.6610476694
2003,49,1. Never Married,1. White,4. College Grad,1. Industrial,2. No,130.9821773775
2006,34,5. Separated,2. Black,2. HS Grad,2. Information,1. Yes,134.7053751189
2005,48,1. Never Married,1. White,4. College Grad,2. Information,2. No,69.0108766221
2007,26,2. Married,1. White,3. Some College,1. Industrial,1. Yes,93.486692043
2006,40,1. Never Married,2. Black,3. Some College,2. Information,1. Yes,103.9024706032
2006,41,4. Divorced,1. White,1. < HS Grad,1. Industrial,1. Yes,118.01975334
2005,23,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2007,56,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,99.6894636985
2005,34,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,107.9039238669
2007,32,2. Married,1. White,3. Some College,2. Information,1. Yes,101.8243520757
2003,43,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,191.5736835484
2006,54,2. Married,1. White,2. HS Grad,2. Information,1. Yes,99.6894636985
2008,39,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,68.7480877338
2008,47,2. Married,1. White,4. College Grad,2. Information,1. Yes,276.7784133212
2004,49,4. Divorced,1. White,2. HS Grad,2. Information,1. Yes,123.0896998479
2003,42,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,101.8243520757
2008,36,2. Married,1. White,2. HS Grad,1. Industrial,2. No,128.6804882206
2009,26,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,97.4932940454
2006,59,2. Married,2. Black,3. Some College,1. Industrial,2. No,73.7757432747
2008,43,2. Married,1. White,2. HS Grad,1. Industrial,2. No,65.1108537153
2006,29,1. Never Married,3. Asian,4. College Grad,1. Industrial,1. Yes,160.6424754083
2005,62,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,80.5731997057
2005,32,1. Never Married,1. White,3. Some College,2. Information,1. Yes,103.9024706032
2006,51,2. Married,1. White,4. College Grad,2. Information,2. No,118.8843593399
2005,45,2. Married,1. White,2. HS Grad,2. Information,1. Yes,87.9810327856
2005,43,2. Married,1. White,3. Some College,1. Industrial,2. No,140.3982001619
2006,39,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,148.4131591026
2006,55,4. Divorced,1. White,2. HS Grad,1. Industrial,1. Yes,118.8843593399
2004,40,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,92.3000614283
2004,28,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,97.4932940454
,33,2. Married,1. White,4. College Grad,2. Information,1. Yes,100.0867423179
2006,33,2. Married,2. Black,5. Advanced Degree,2. Information,1. Yes,117.1468169148
2003,44,2. Married,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2008,42,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. Yes,100.7642728421
2007,42,1. Never Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4144481956
2003,37,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2005,35,4. Divorced,1. White,4. College Grad,2. Information,2. No,90.4819133566
2003,32,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,143.1349408111
2005,25,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,66.9616443217
2004,59,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,256.4006495624
2006,45,1. Never Married,1. White,2. HS Grad,2. Information,2. No,97.4932940454
2004,47,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,160.6424754083
2004,25,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,103.9024706032
2007,60,2. Married,3. Asian,4. College Grad,1. Industrial,1. Yes,118.8843593399
2007,51,2. Married,1. White,3. Some College,1. Industrial,1. Yes,117.1468169148
2007,45,2. Married,1. White,4. College Grad,2. Information,1. Yes,99.6894636985
2005,43,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,141.7751723332
2004,40,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,84.045957654
2009,29,1. Never Married,3. Asian,4. College Grad,2. Information,2. No,99.6894636985
2006,49,2. Married,1. White,3. Some College,2. Information,1. Yes,118.8843593399
2004,27,4. Divorced,1. White,3. Some College,2. Information,1. Yes,112.1861228759
2005,29,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,94.0727147457
2009,47,2. Married,2. Black,3. Some College,1. Industrial,1. Yes,92.8958447895
2005,41,2. Married,1. White,3. Some College,2. Information,2. No,87.9810327856
2006,57,2. Married,1. White,3. Some College,2. Information,1. Yes,107.9039238669
2009,27,2. Married,1. White,4. College Grad,2. Information,1. Yes,80.5731997057
2005,68,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,87.9810327856
2009,34,1. Never Married,1. White,3. Some College,2. Information,1. Yes,136.5176552224
2008,39,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,73.7757432747
2004,37,3. Widowed,1. White,4. College Grad,2. Information,1. Yes,127.1157438122
2003,62,2. Married,1. White,4. College Grad,2. Information,1. Yes,169.8003422807
2009,38,1. Never Married,1. White,3. Some College,1. Industrial,2. No,84.045957654
2005,70,2. Married,1. White,4. College Grad,2. Information,2. No,50.3540016352
2007,41,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,121.4303138226
2004,45,2. Married,1. White,2. HS Grad,2. Information,1. Yes,106.1275821508
2007,58,2. Married,1. White,3. Some College,1. Industrial,2. No,118.8843593399
2004,48,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,73.7757432747
2003,43,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,109.8339856422
2005,21,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,141.7751723332
2004,57,2. Married,1. White,2. HS Grad,2. Information,1. Yes,65.1108537153
2004,29,2. Married,1. White,3. Some College,1. Industrial,2. No,79.8549003093
2008,39,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,95.230712567
2006,54,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,115.3750385564
2003,30,2. Married,1. White,3. Some College,2. Information,2. No,109.8339856422
2006,47,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,89.2428846645
2005,44,2. Married,1. White,3. Some College,2. Information,1. Yes,148.4131591026
2004,48,1. Never Married,1. White,3. Some College,2. Information,1. Yes,107.9039238669
2003,26,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,73.7757432747
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,82.6796372966
2004,44,4. Divorced,2. Black,2. HS Grad,2. Information,1. Yes,79.8549003093
2003,33,4. Divorced,1. White,1. < HS Grad,1. Industrial,1. Yes,76.8936025176
2005,29,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,90.4819133566
2006,39,2. Married,2. Black,3. Some College,1. Industrial,1. Yes,123.0896998479
2009,43,2. Married,1. White,2. HS Grad,1. Industrial,2. No,129.4536445766
2006,43,2. Married,1. White,4. College Grad,2. Information,1. Yes,127.1157438122
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,2. No,54.5981500331
2007,39,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,118.886080351
2003,26,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,123.0896998479
2003,60,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,138.2991269209
2009,46,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,166.3249412339
2006,50,2. Married,1. White,4. College Grad,1. Industrial,2. No,78.392466801
2007,52,2. Married,1. White,3. Some College,1. Industrial,1. Yes,86.6951548289
2005,27,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,145.8051633746
2004,56,,2. Black,5. Advanced Degree,2. Information,1. Yes,141.7751723332
2008,51,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,129.9836348189
2005,52,2. Married,1. White,2. HS Grad,1. Industrial,2. No,109.8339856422
2004,36,2. Married,1. White,2. HS Grad,1. Industrial,2. No,128.6804882206
2009,27,1. Never Married,1. White,4. College Grad,2. Information,2. No,81.2832532843
2003,46,2. Married,1. White,2. HS Grad,1. Industrial,2. No,49.5553381215
2004,54,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,109.8339856422
2004,59,2. Married,,5. Advanced Degree,2. Information,2. No,189.2441629328
2009,29,1. Never Married,1. White,5. Advanced Degree,2. Information,2. No,73.7757432747
2003,25,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,79.8549003093
2008,45,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,70.4760196469
2005,40,2. Married,1. White,3. Some College,2. Information,1. Yes,91.6992261117
2005,44,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,70.4760196469
2008,44,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,125.123815722
2006,41,2. Married,3. Asian,1. < HS Grad,1. Industrial,1. Yes,89.492479518
2008,50,2. Married,1. White,2. HS Grad,1. Industrial,2. No,176.9896504899
2009,43,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,123.0896998479
2005,59,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,104.9215065337
2003,53,2. Married,2. Black,3. Some College,2. Information,2. No,99.6894636985
2003,46,2. Married,1. White,4. College Grad,1. Industrial,2. No,90.4819133566
2007,38,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,141.7751723332
2006,38,2. Married,1. White,4. College Grad,2. Information,1. Yes,164.6469889303
2006,33,1. Never Married,1. White,3. Some College,2. Information,1. Yes,82.6796372966
2008,34,2. Married,2. Black,1. < HS Grad,2. Information,1. Yes,74.4129635129
2007,63,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,100.0134869247
2006,61,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4131591026
2005,40,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,141.7751723332
2009,49,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,175.9329977024
2006,25,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,66.2294082944
2007,53,2. Married,1. White,3. Some College,1. Industrial,2. No,148.4131591026
2004,34,2. Married,1. White,2. HS Grad,2. Information,1. Yes,82.6796372966
2007,34,1. Never Married,1. White,3. Some College,2. Information,1. Yes,96.934090457
2005,48,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,138.2991269209
2009,65,2. Married,1. White,2. HS Grad,2. Information,1. Yes,118.8843593399
2004,58,2. Married,1. White,3. Some College,1. Industrial,1. Yes,148.4131591026
